Student Name,Student ID,Major
Brian Perez,SID1779,Philosophy
Emily Gonzalez,SID1780,Biology
Erica Booth,SID1781,Literature
William Marsh,SID1782,History
Christopher Chen,SID1783,History
Joseph Johnson,SID1784,Mathematics
Dr. Renee James,SID1785,Medicine
Sara Phillips,SID1786,History
Bethany Bates,SID1787,Philosophy
Kim Johnson,SID1788,Economics
Donald Ramos,SID1789,Physics
Danny Huff,SID1790,History
Mr. Patrick Smith MD,SID1791,Physics
Sara Daniels,SID1792,Engineering
Tracy Warren,SID1793,Literature
Mary Evans,SID1794,Engineering
Tamara Perez,SID1795,Computer Science
Lauren Bright,SID1796,Medicine
Caroline Smith,SID1797,Economics
Gabriel Hale,SID1798,Psychology
Alan Cunningham,SID1799,Psychology
John Webster,SID1800,History
Diane Rush,SID1801,Economics
Crystal Montgomery,SID1802,Engineering
Mr. Brian Harris PhD,SID1803,Physics
Thomas West,SID1804,Literature
Michelle Evans,SID1805,Philosophy
Katie Henderson,SID1806,History
Grant May,SID1807,Medicine
Jessica Navarro,SID1808,Medicine
Margaret Ingram,SID1809,Mathematics
Maria Woods,SID1810,Physics
Jennifer Doyle,SID1811,Computer Science
Stephanie Rivas,SID1812,Physics
Dr. Krystal Schwartz DDS,SID1813,Mathematics
Michael Jackson MD,SID1814,Psychology
James Young,SID1815,Engineering
Alexis Calhoun,SID1816,History
Sean Green,SID1817,Philosophy
Marcus Newman,SID1818,History
Kathryn Johnson,SID1819,Economics
Crystal Blanchard,SID1820,Computer Science
Tara Monroe,SID1821,Psychology
Breanna George,SID1822,Mathematics
Anthony Bartlett,SID1823,Art
Raven Cardenas,SID1824,Computer Science
David Williams,SID1825,Art
Taylor Torres,SID1826,Biology
Tiffany Orr,SID1827,Medicine
Gary Fitzpatrick,SID1828,Art
Dennis Lee,SID1829,Mathematics
Samantha Williams,SID1830,Mathematics
Antonio Jones,SID1831,Psychology
Candice Johnson,SID1832,Medicine
Benjamin Kim,SID1833,Literature
Dalton Porter,SID1834,History
Mackenzie Malone,SID1835,History
James Smith,SID1836,Medicine
Laura Clark,SID1837,Engineering
Bryan Spencer,SID1838,Biology
Becky Martinez,SID1839,Biology
Dawn Erickson,SID1840,Art
Rebecca Carter,SID1841,Art
Gary Ellis,SID1842,Economics
Jorge Trevino,SID1843,Engineering
Francisco Sparks,SID1844,Mathematics
Mr. Marco Powell MD,SID1845,Literature
Brittney Wilson,SID1846,Psychology
Derek Macdonald,SID1847,Physics
Cindy Watson,SID1848,Engineering
Christina Anderson,SID1849,Biology
Jordan Anthony Jr.,SID1850,Computer Science
Barry Fletcher,SID1851,Biology
Laura Allen,SID1852,Art
Jeanette Davis,SID1853,Economics
Timothy Carrillo,SID1854,Psychology
Bianca Anderson,SID1855,Psychology
Patrick Bennett,SID1856,Computer Science
Sarah Alvarez,SID1857,History
Tami Ryan,SID1858,Medicine
Cynthia Phillips,SID1859,Physics
Justin Williams,SID1860,Medicine
Lindsey Allen,SID1861,Economics
Sarah Rice,SID1862,Medicine
Ryan Ramirez,SID1863,History
Kenneth Wolf,SID1864,Economics
Samantha Cordova,SID1865,Economics
James Roberts,SID1866,History
Elizabeth Norris,SID1867,Physics
Connie Padilla,SID1868,Psychology
Andrew Clark,SID1869,Literature
Eric Hill,SID1870,Philosophy
Jay Gonzales,SID1871,Mathematics
Steven Bennett,SID1872,Biology
George Frazier,SID1873,Psychology
Alicia York,SID1874,Engineering
Mary James,SID1875,Computer Science
Phillip Sharp,SID1876,Philosophy
Michelle Lawson,SID1877,Economics
Heather Wheeler,SID1878,Literature
Steven Moreno,SID1879,Biology
Jennifer Carey,SID1880,Psychology
David Howell,SID1881,Philosophy
David Baker,SID1882,Physics
Victoria Williams,SID1883,Psychology
Felicia Carroll,SID1884,Philosophy
Raven Thomas,SID1885,Computer Science
Taylor Chen,SID1886,Economics
Corey Smith,SID1887,Biology
Leslie Chandler,SID1888,History
Brandon Hicks,SID1889,Computer Science
Andrew Davidson,SID1890,Economics
Annette Trujillo,SID1891,Philosophy
Jeffery Prince,SID1892,History
Susan Barry,SID1893,Physics
Ryan White,SID1894,Psychology
Katie Ramos,SID1895,Computer Science
Joyce Fields,SID1896,Mathematics
Caitlin Higgins,SID1897,Psychology
Colin Diaz,SID1898,Economics
Jocelyn Sanders,SID1899,Medicine
Amanda Gonzalez,SID1900,Medicine
Rebecca Mitchell,SID1901,Psychology
Tara Gonzalez,SID1902,Art
Dawn Jones DDS,SID1903,Computer Science
Beth Day,SID1904,Art
Ralph Meyer,SID1905,Biology
Cynthia Tate,SID1906,Engineering
Samantha Floyd,SID1907,Mathematics
Rachel Myers,SID1908,Biology
Jordan Fry,SID1909,Economics
Tara Thompson,SID1910,Economics
Timothy Warren,SID1911,Mathematics
Christopher Ferrell,SID1912,Physics
Steven Miller,SID1913,Physics
Adam Johnson,SID1914,Biology
Jason Schmidt,SID1915,History
Mrs. Diana Simpson MD,SID1916,Engineering
Brandon Garcia,SID1917,Art
Beverly David,SID1918,Economics
Preston Atkins,SID1919,Medicine
David Rivera,SID1920,History
Kimberly Stevenson,SID1921,Engineering
Tina Vargas,SID1922,Physics
Mariah Miller,SID1923,Philosophy
Brian Barnes,SID1924,Art
Ashley Chambers,SID1925,Biology
Mark Gould,SID1926,Engineering
Wendy Porter,SID1927,Mathematics
Antonio White,SID1928,Psychology
Chad Garcia,SID1929,History
Melissa Miller,SID1930,Engineering
Bonnie Oliver,SID1931,Biology
Michael Berry,SID1932,Literature
Lisa Martin,SID1933,History
Savannah Young,SID1934,Mathematics
Teresa Allen,SID1935,Engineering
Alexander Reed,SID1936,Engineering
Gloria Thomas,SID1937,Philosophy
Kevin Reyes,SID1938,Philosophy
Laura Jones,SID1939,Philosophy
Daniel Baker,SID1940,Medicine
Raymond Smith,SID1941,Art
James Baker,SID1942,Biology
Mr. Ryan Rodriguez MD,SID1943,Philosophy
Craig Cantrell,SID1944,Biology
John Fowler,SID1945,Art
Jennifer Baker,SID1946,Philosophy
Martin Simpson,SID1947,Mathematics
Ryan Rodriguez,SID1948,Biology
Matthew Rodriguez,SID1949,Physics
Andrew Wise,SID1950,Engineering
Sara Brown,SID1951,History
Barry Jackson,SID1952,Computer Science
Makayla Roberts,SID1953,History
Charles Bryan,SID1954,Medicine
Stephanie Lee,SID1955,Biology
Jessica Mckinney,SID1956,History
Deborah Jackson,SID1957,Engineering
Charles Stevens,SID1958,Mathematics
David Estes,SID1959,Literature
Jeffrey Hall,SID1960,Economics
Darius Gardner,SID1961,Computer Science
Gregory Moore,SID1962,Literature
Joshua Wells,SID1963,History
Melinda Daniel,SID1964,History
Cindy Alvarez,SID1965,Biology
Jamie Harmon,SID1966,Mathematics
Alexis Hicks,SID1967,Economics
Lisa Arroyo,SID1968,Computer Science
Melissa Holden,SID1969,Medicine
Monica Garrett,SID1970,Psychology
Michelle Powell,SID1971,Psychology
Sarah Bush,SID1972,Philosophy
Michelle Williams,SID1973,Mathematics
Cassandra Mcmahon,SID1974,Medicine
Brian Aguilar,SID1975,Mathematics
Jennifer Walker,SID1976,Biology
Robin Gross,SID1977,Engineering
Tami Townsend,SID1978,Art
Kelly Herrera,SID1979,Psychology
Erika Brown,SID1980,Art
Zachary Barnett,SID1981,Physics
Sarah Meadows,SID1982,Engineering
Amanda Hall,SID1983,Mathematics
Sean Hunt,SID1984,Mathematics
Kimberly Matthews,SID1985,Literature
Ashley Hill,SID1986,Physics
Larry Johnson,SID1987,Computer Science
Jonathan Salinas,SID1988,Psychology
Roy Mcgee,SID1989,Philosophy
Kenneth Schmidt,SID1990,Medicine
Austin Wheeler,SID1991,Economics
Ronnie Sanchez,SID1992,Economics
Jasmine Dickson,SID1993,Mathematics
Angela Ford,SID1994,Computer Science
Robert Adams,SID1995,Art
Sarah Parks,SID1996,Medicine
Matthew Bishop,SID1997,Literature
Katherine Kim,SID1998,Medicine
Courtney Jenkins,SID1999,Mathematics
Dr. John Mcdonald,SID2000,Psychology
Nancy Allen,SID2001,Literature
Katherine Warner,SID2002,Mathematics
Joseph Contreras,SID2003,Physics
Jasmine Khan,SID2004,Philosophy
Martin Erickson,SID2005,Engineering
Kyle Matthews,SID2006,Philosophy
Joseph Acevedo,SID2007,Art
Frank Richardson,SID2008,Mathematics
Pamela Berry,SID2009,History
Kathryn Morton,SID2010,Literature
John Lewis,SID2011,Engineering
Jeffrey Smith,SID2012,Philosophy
Laura Velazquez,SID2013,Medicine
Kerry Anderson,SID2014,History
Amanda Bryant,SID2015,Engineering
Jonathan Mendoza,SID2016,Computer Science
Cindy Porter,SID2017,Philosophy
Gerald Jimenez,SID2018,Psychology
Leah Wilcox,SID2019,Mathematics
Alexandria Pierce DDS,SID2020,Psychology
John Andrews,SID2021,Engineering
Justin Moore,SID2022,Medicine
Donna Booker,SID2023,Physics
Carolyn Bradley,SID2024,Philosophy
Jessica Waters,SID2025,Psychology
Kristi Carlson,SID2026,Literature
Joseph Jordan,SID2027,Economics
Alvin Combs,SID2028,Computer Science
Laura Barajas,SID2029,Psychology
Samantha Schmidt,SID2030,Computer Science
David Turner,SID2031,Computer Science
Sandra Glover,SID2032,Biology
Michelle Wood,SID2033,Economics
Andrew Mendoza,SID2034,Physics
Brianna Flores,SID2035,Biology
Michelle Kelly,SID2036,Philosophy
Barry Bowman,SID2037,Economics
Jordan Bolton,SID2038,Literature
David Simpson,SID2039,Biology
Mary Scott,SID2040,Psychology
Melanie Graves,SID2041,Philosophy
Caitlin Lee,SID2042,Philosophy
Dana Bryan,SID2043,Biology
Danielle Small,SID2044,Economics
Lisa Castro,SID2045,Medicine
Mrs. Stephanie Lee,SID2046,Biology
Tracy Chen,SID2047,Mathematics
Cameron Perez,SID2048,History
Ashley Glass,SID2049,Biology
Amy Johnson,SID2050,Philosophy
Holly Sanchez,SID2051,Philosophy
Dr. Justin Alexander,SID2052,Psychology
Timothy Melendez,SID2053,History
Carol Alexander,SID2054,Biology
Kaitlin Kelly,SID2055,Psychology
Angela Mcdaniel,SID2056,Computer Science
Amy Martinez,SID2057,Computer Science
Aaron Carroll,SID2058,History
Katelyn Reynolds,SID2059,Mathematics
Lisa Robertson,SID2060,History
Carrie Stone,SID2061,Physics
Brenda Mills,SID2062,Computer Science
Lisa Jenkins,SID2063,History
Emily Burch,SID2064,Computer Science
William Baxter,SID2065,History
Christian Fowler,SID2066,Economics
Samuel Bush,SID2067,Economics
Nicholas Johnson,SID2068,History
Shelly Bell,SID2069,Mathematics
Lori Kidd,SID2070,Mathematics
Matthew Wagner,SID2071,History
Brenda Hall,SID2072,Psychology
Scott Gibson,SID2073,Engineering
Maria Bowen,SID2074,Philosophy
Crystal Bishop,SID2075,Economics
Morgan Khan,SID2076,Biology
Jose Anderson,SID2077,Economics
James Meadows,SID2078,Psychology
Mr. Jason Flores,SID2079,Economics
Karen Ellis,SID2080,Literature
Lisa Bennett,SID2081,Philosophy
Angela Cunningham,SID2082,History
Jennifer Chaney,SID2083,Psychology
Barbara Hansen,SID2084,Medicine
Sarah Bailey,SID2085,Medicine
Melinda Smith,SID2086,Art
Stephen Wheeler,SID2087,Economics
Jose Holt,SID2088,Economics
Lisa Swanson,SID2089,Medicine
Joann Moyer,SID2090,Art
Gabrielle Owens,SID2091,Economics
Holly Elliott,SID2092,Biology
Anthony Jones,SID2093,Physics
Michael Barton,SID2094,Economics
Nicole Jensen,SID2095,Philosophy
Jesse King,SID2096,History
Laura Johnson,SID2097,Mathematics
Ashley Fisher,SID2098,Physics
Eric Ruiz,SID2099,Philosophy
Bradley Saunders,SID2100,History
Jessica Nelson MD,SID2101,Computer Science
Timothy Caldwell,SID2102,Art
Wesley Meyer,SID2103,History
Randy King,SID2104,Philosophy
Heather Bryant,SID2105,Philosophy
Jennifer Levy,SID2106,Engineering
Nancy Stevens,SID2107,Medicine
Justin Rogers,SID2108,Psychology
Emily Thompson,SID2109,Art
Jessica Jefferson,SID2110,Engineering
Wanda Franklin,SID2111,Medicine
Douglas Snow,SID2112,Art
Christine Gordon,SID2113,Philosophy
William Chapman,SID2114,Mathematics
Hannah Zimmerman,SID2115,Biology
Keith Miller,SID2116,Literature
Emily Mcneil,SID2117,Computer Science
Janet Baker,SID2118,Biology
Bryce Porter,SID2119,Physics
Carolyn Cochran,SID2120,Philosophy
Mikayla Morton,SID2121,Economics
Patrick Wade,SID2122,Computer Science
Julie Dean,SID2123,Mathematics
John Hughes,SID2124,Philosophy
Amber Vasquez,SID2125,Medicine
Joshua Johnson,SID2126,Psychology
Melissa Johnson,SID2127,Philosophy
Kayla Williams,SID2128,History
Joseph Lopez,SID2129,Philosophy
Ronald Hatfield,SID2130,Philosophy
John Wade,SID2131,Engineering
Regina Guerrero,SID2132,Philosophy
Christy Wilson,SID2133,Biology
Renee Fuentes,SID2134,History
Adam Shields,SID2135,Philosophy
Heather Flores,SID2136,Mathematics
Theresa Vaughan,SID2137,Art
Shawn Thomas,SID2138,Biology
Ann Moore,SID2139,Computer Science
Eric Reilly,SID2140,Economics
Joseph Blackburn,SID2141,Biology
Mrs. Kristie Parker,SID2142,Philosophy
Tiffany Young,SID2143,Economics
Joel Nunez,SID2144,History
Carly Frank,SID2145,Psychology
Kimberly Turner,SID2146,Biology
Karen Juarez,SID2147,Literature
Virginia Murphy,SID2148,Art
Derek Wilson,SID2149,Biology
Katherine Davidson,SID2150,Engineering
Laura Cooper,SID2151,Psychology
Sherry Taylor,SID2152,Biology
Tommy Lee,SID2153,Psychology
Joshua Miller,SID2154,Literature
Jasmine Hill,SID2155,Psychology
Melissa Stewart,SID2156,Psychology
Amanda Montgomery,SID2157,Philosophy
Kimberly Perry,SID2158,Mathematics
Jeremy Taylor,SID2159,Psychology
Jeremy Parsons,SID2160,Biology
Scott Jordan,SID2161,Engineering
James Smith,SID2162,Engineering
Nancy Jones,SID2163,Literature
Lauren Roth,SID2164,Engineering
Susan Reyes,SID2165,Art
Dana Montes,SID2166,Computer Science
Gloria Flores,SID2167,History
James Phelps,SID2168,Computer Science
Erin Harris,SID2169,Mathematics
Sean Spencer,SID2170,Engineering
Terry Smith,SID2171,Computer Science
Maria Taylor,SID2172,Psychology
Cassie Taylor,SID2173,Psychology
Bonnie Rice,SID2174,Philosophy
Erin Beck,SID2175,Medicine
Jerome Hernandez,SID2176,Literature
Taylor Wood,SID2177,Physics
Heather Anderson,SID2178,Economics
Kevin Cunningham,SID2179,Computer Science
Joshua Brown,SID2180,Medicine
William Schneider,SID2181,Art
Michael Roach,SID2182,Biology
Tina Estes,SID2183,Mathematics
Matthew Braun,SID2184,Economics
Nathan Powell,SID2185,Computer Science
Courtney Watkins,SID2186,Biology
Christopher Goodman,SID2187,Psychology
Michelle Hartman,SID2188,Biology
Jeff Lewis,SID2189,Biology
Jonathan Garcia,SID2190,Economics
Charles Shaw,SID2191,Philosophy
Amy Weber,SID2192,Literature
Christopher Shea,SID2193,Medicine
Evan Hurst,SID2194,Art
Michael Little,SID2195,Medicine
Arthur Fowler,SID2196,Art
Kristina Shannon,SID2197,Philosophy
Stefanie Gilbert,SID2198,Philosophy
John Watkins,SID2199,Medicine
Traci Jensen,SID2200,Literature
Christine Williams,SID2201,Literature
Cheryl Leonard,SID2202,Mathematics
Jamie Hunter,SID2203,Engineering
Rebecca Bush,SID2204,Biology
Diane Mendoza,SID2205,History
Duane Fox,SID2206,Philosophy
Alicia Meyer,SID2207,Medicine
Angela Fuller,SID2208,Philosophy
Jennifer Mullen,SID2209,Mathematics
Terry Edwards,SID2210,Literature
Tracey Alvarez,SID2211,Literature
Rachel Gray,SID2212,Literature
Michael Chapman,SID2213,History
Marissa Leonard,SID2214,Engineering
Emily Pearson,SID2215,Psychology
Michele Williams,SID2216,Philosophy
Paul Caldwell,SID2217,Literature
Amy Johnson,SID2218,Biology
Mary Owens,SID2219,Computer Science
John Ramsey,SID2220,Philosophy
Wesley Bryant,SID2221,Medicine
Stephen Hartman,SID2222,Psychology
Diana Stewart,SID2223,Biology
Virginia Logan,SID2224,Mathematics
Kelsey Mckee,SID2225,Engineering
James Cruz,SID2226,Engineering
Jesus Roy,SID2227,Literature
Mary Watts,SID2228,Physics
Jerry Collins,SID2229,History
Robert Williams,SID2230,Engineering
Matthew Short,SID2231,History
John Wagner,SID2232,Economics
Richard Hood,SID2233,Psychology
James Clements,SID2234,Philosophy
Christopher Martinez,SID2235,Biology
Samantha Morgan,SID2236,Engineering
Jeffrey Goodman,SID2237,Computer Science
Kelsey Randolph,SID2238,Medicine
Mackenzie Edwards,SID2239,Mathematics
Stephen Christian,SID2240,Biology
Brian Cisneros,SID2241,Philosophy
Katrina Cole,SID2242,Economics
Evan Chavez,SID2243,Psychology
Laurie Becker,SID2244,Medicine
Gregory Sanchez,SID2245,Medicine
Steven Cole,SID2246,Economics
Amber Scott,SID2247,Psychology
Richard Clay,SID2248,Engineering
Anthony Barnes,SID2249,Economics
Susan Pearson,SID2250,Medicine
Dr. Sandra Ramirez,SID2251,Physics
Nancy Chen,SID2252,Art
Michael Greene,SID2253,Psychology
Kimberly Woods,SID2254,Art
Gabrielle Butler,SID2255,Engineering
Walter Bautista,SID2256,Computer Science
Edward Vasquez,SID2257,Engineering
Amy Bryant DDS,SID2258,Economics
Gerald Anderson,SID2259,Art
Derrick Cabrera,SID2260,Engineering
Wanda Turner,SID2261,Art
Nancy Jones,SID2262,Art
Monique Stevens MD,SID2263,History
Alexander Fletcher,SID2264,Art
Amy Ho,SID2265,Biology
Robert King,SID2266,Engineering
David Pena,SID2267,Economics
Andrew Martinez,SID2268,Biology
Derrick Wagner,SID2269,Art
Joseph Garrett,SID2270,Psychology
Wendy Nguyen,SID2271,History
Jason Nelson,SID2272,Biology
Christine Lawrence,SID2273,Computer Science
Jennifer Duncan,SID2274,Physics
Wanda Crawford,SID2275,Biology
Luis Dalton,SID2276,Economics
Christopher Gill,SID2277,Mathematics
Jason Randolph,SID2278,Medicine
James Jacobs,SID2279,Physics
Vincent Miller,SID2280,Engineering
Joseph Acosta,SID2281,Computer Science
Lori Wright,SID2282,Mathematics
Mary Torres,SID2283,Literature
Steven Smith,SID2284,Philosophy
Anthony Jackson,SID2285,Art
Diana Lynch,SID2286,History
Danielle Rodriguez,SID2287,History
Marvin Brown,SID2288,Literature
Joy Ramirez,SID2289,Computer Science
Morgan Campbell,SID2290,Biology
Stephanie Herring,SID2291,Mathematics
Tina Haynes,SID2292,Psychology
Oscar Bass,SID2293,Computer Science
Karen Jackson,SID2294,Medicine
Victoria Fritz,SID2295,Medicine
Michelle Ortega,SID2296,Art
Melissa Woods,SID2297,Psychology
Derek Green,SID2298,Physics
Brandi Johnson,SID2299,Biology
Charlene Gardner,SID2300,Physics
Christopher Matthews,SID2301,Psychology
Lindsey Hanson,SID2302,Biology
Gregory Wilson,SID2303,Art
Jonathon Jones,SID2304,Philosophy
Edward Colon,SID2305,Mathematics
Jeffrey Wilson,SID2306,Biology
Aaron Martinez,SID2307,Psychology
Virginia Duran,SID2308,Philosophy
Bethany Rogers,SID2309,Mathematics
Jesus Floyd,SID2310,Economics
Tiffany Peterson,SID2311,Literature
Morgan Lynch,SID2312,Medicine
Melissa Ellis,SID2313,Engineering
Patricia Warren,SID2314,Literature
John Ford,SID2315,Psychology
Justin Gomez,SID2316,Philosophy
Terry Maxwell,SID2317,Biology
Dr. Ann Rivera,SID2318,Psychology
Kimberly Shepherd,SID2319,Economics
Kathleen Carlson,SID2320,Literature
Alex Jackson,SID2321,Literature
Kristin Cole,SID2322,Economics
Adam Green,SID2323,Psychology
Kristin Reynolds,SID2324,Medicine
Laurie Fitzgerald,SID2325,Mathematics
Justin Hernandez,SID2326,Biology
Jessica Ryan,SID2327,Physics
Amy Shaw,SID2328,Physics
Michael Mitchell,SID2329,History
Melissa Sanders,SID2330,Biology
David Porter,SID2331,Philosophy
Paul Moore,SID2332,Art
Carolyn Chang,SID2333,Economics
Courtney Fletcher,SID2334,Philosophy
Andrew Ross,SID2335,Mathematics
Kenneth Briggs,SID2336,Economics
Arthur Ross,SID2337,History
Jean Williams,SID2338,Medicine
Nicole Boyle,SID2339,Physics
William Doyle,SID2340,Computer Science
Alison Harvey,SID2341,Psychology
Veronica Barnett,SID2342,Computer Science
Jay Weber,SID2343,Art
Sherry Cummings,SID2344,Economics
Susan Jimenez,SID2345,Literature
Tara Davis,SID2346,Economics
Samuel Cooke,SID2347,Mathematics
David Wise,SID2348,Art
Joseph Lozano,SID2349,Engineering
Wesley Torres,SID2350,Medicine
Steven Hawkins,SID2351,Computer Science
Christopher Casey,SID2352,Engineering
Daniel Garcia,SID2353,Art
Kimberly Pruitt,SID2354,Mathematics
Sean Cohen,SID2355,Philosophy
Sheila Gibbs,SID2356,Mathematics
Richard Fletcher,SID2357,Engineering
Ronnie Adams,SID2358,Art
Caitlyn Sullivan,SID2359,Mathematics
Erin Barker,SID2360,Engineering
Louis Nelson,SID2361,Mathematics
Mrs. Sarah Dixon,SID2362,Literature
Ricky Mckinney,SID2363,Philosophy
Gregory Molina,SID2364,Mathematics
Cheyenne Williams,SID2365,Art
Gregory Douglas,SID2366,Economics
Ann Johnson,SID2367,Mathematics
Sandra Ford,SID2368,Economics
Ashley Perkins,SID2369,Philosophy
April Rose,SID2370,History
Robert Johnson,SID2371,Philosophy
Cody Collins,SID2372,Computer Science
Alexis Little,SID2373,Engineering
Gina Frazier,SID2374,Computer Science
Harry Dennis,SID2375,Art
Jonathan Cooper,SID2376,Physics
Alexis Nguyen,SID2377,Mathematics
Savannah Christensen,SID2378,Engineering
Julie Rodgers,SID2379,Art
Frederick Wright,SID2380,Philosophy
Stephanie Hart,SID2381,Medicine
Kathy Saunders,SID2382,Engineering
John Dillon,SID2383,Philosophy
Tiffany Hopkins,SID2384,Engineering
Maria Williams,SID2385,Economics
Robert Chase,SID2386,History
